timestamp,Y,X,Z
1557710351729,0.537353515625,0.038330078125,0.87109375
1557710351863,0.521484375,0.036865234375,0.87548828125
1557710351999,0.5400390625,0.036865234375,0.86962890625
1557710352131,0.53564453125,0.035888671875,0.870849609375
1557710352246,0.533447265625,0.035400390625,0.871337890625
1557710352393,0.534423828125,0.03564453125,0.871337890625
1557710352518,0.537109375,0.037109375,0.87060546875
1557710352659,0.531494140625,0.0380859375,0.87451171875
1557710352778,0.5400390625,0.03857421875,0.873291015625
1557710352926,0.5302734375,0.035888671875,0.875732421875
1557710353066,0.53076171875,0.035888671875,0.87255859375
1557710353178,0.532958984375,0.03515625,0.871826171875
1557710353332,0.5341796875,0.037353515625,0.8720703125
1557710353428,0.535400390625,0.037353515625,0.871826171875
1557710353572,0.54052734375,0.038330078125,0.870849609375
1557710353693,0.536376953125,0.03857421875,0.872802734375
1557710353837,0.534912109375,0.03759765625,0.8720703125
1557710353970,0.531982421875,0.038330078125,0.87255859375
1557710354096,0.52734375,0.03515625,0.87255859375
1557710354229,0.5341796875,0.037109375,0.8701171875
1557710354374,0.52978515625,0.03564453125,0.873291015625
1557710354496,0.539306640625,0.036865234375,0.871337890625
1557710354621,0.53271484375,0.03857421875,0.87060546875
1557710354766,0.5283203125,0.0361328125,0.87939453125
1557710354905,0.526123046875,0.03759765625,0.876953125
1557710355019,0.51513671875,0.03369140625,0.88330078125
1557710355135,0.50048828125,0.03515625,0.890380859375
1557710355267,0.496826171875,0.0341796875,0.892333984375
1557710355402,0.50244140625,0.03466796875,0.895263671875
1557710355552,0.480224609375,0.03759765625,0.903076171875
1557710355679,0.480224609375,0.040283203125,0.9052734375
1557710355795,0.493408203125,0.04638671875,0.91455078125
1557710355949,0.57861328125,-0.02001953125,0.876953125
1557710356064,0.734619140625,-0.01025390625,0.796142578125
1557710356193,0.81298828125,-0.078125,0.596435546875
1557710356335,0.9462890625,-0.121337890625,0.861328125
1557710356461,0.8994140625,-0.209228515625,0.4130859375
1557710356583,0.694580078125,-0.47119140625,0.106201171875
1557710356709,0.340576171875,-0.72216796875,0.0947265625
1557710356851,1.04028320312,-0.45703125,0.252685546875
1557710356999,0.864013671875,-0.5517578125,0.31396484375
1557710357114,0.65576171875,-0.599609375,0.3115234375
1557710357250,0.562744140625,-0.461669921875,0.4228515625
1557710357361,0.75634765625,-0.454345703125,0.30126953125
1557710357514,0.879150390625,-0.303955078125,0.6748046875
1557710357644,0.766357421875,-0.28076171875,0.564453125
1557710357761,0.88916015625,-0.31884765625,0.422607421875
1557710357912,0.795166015625,-0.177978515625,0.670654296875
1557710358040,0.721435546875,-0.264404296875,0.689453125
1557710358176,0.728759765625,-0.26171875,0.6376953125
1557710358308,0.800048828125,-0.2158203125,0.70166015625
1557710358423,0.7294921875,-0.314208984375,0.704345703125
1557710358560,0.687744140625,-0.442138671875,0.38720703125
1557710358705,0.537841796875,-0.470703125,0.50830078125
1557710358802,0.5048828125,-0.496337890625,0.658447265625
1557710358967,0.59521484375,-0.444091796875,0.739501953125
1557710359071,0.533203125,-0.458740234375,0.777099609375
1557710359208,0.512939453125,-0.455322265625,0.72119140625
1557710359367,0.55517578125,-0.46630859375,0.712890625
1557710359496,0.557861328125,-0.475341796875,0.710205078125
1557710359619,0.559326171875,-0.484619140625,0.704345703125
1557710359721,0.546630859375,-0.488525390625,0.691650390625
