user_id,label,chestAcc_mean,chestAcc_std,chestAcc_max,chestAcc_min,chestECG_mean,chestECG_std,chestECG_max,chestECG_min,chestEMG_mean,chestEMG_std,chestEMG_max,chestEMG_min,chestEDA_mean,chestEDA_std,chestEDA_max,chestEDA_min,chestTemp_mean,chestTemp_std,chestTemp_max,chestTemp_min,chestResp_mean,chestResp_std,chestResp_max,chestResp_min
S2,0,0.934375798260296,0.0011482894135853947,0.9359387665202292,0.9323108753392276,0.0315399169921875,0.0013658320997164024,0.0336456298828125,0.029571533203125,0.0012760162353515625,0.008240618262226154,0.01263427734375,-0.0141448974609375,5.713224411010742,0.0067446757702596,5.7270050048828125,5.7064056396484375,29.112361875000005,0.013836714597742335,29.126709,29.083618,1.1438369750976562,0.020767339443961582,1.19171142578125,1.11541748046875
S2,0,0.9322006732487458,0.0018776165757927493,0.9356870141906684,0.9301565281470816,0.0318603515625,0.004894701074529521,0.0427093505859375,0.0261383056640625,0.0002460479736328125,0.007725022629472438,0.0095672607421875,-0.0138702392578125,5.712604522705078,0.006780483550206543,5.7270050048828125,5.70526123046875,29.11559675,0.008930614784968443,29.126709,29.10086,1.111602783203125,0.021511645782274907,1.13677978515625,1.08184814453125
S2,0,0.931396923481242,0.001716926346288464,0.9351694390138556,0.9296489650559708,0.04244041442871094,0.01087428267339729,0.0573577880859375,0.0261383056640625,-0.008365631103515625,0.010354285146405693,0.0095672607421875,-0.0176239013671875,5.710649490356445,0.005975323276179244,5.721282958984375,5.702972412109375,29.117931375000005,0.010831467951500305,29.132477,29.095123,1.0782241821289062,0.01785893619501818,1.10626220703125,1.055908203125
S2,0,0.9313434610889132,0.0017814026965322313,0.9351694390138556,0.9294150931722258,0.05806159973144531,0.006850221039872022,0.0671539306640625,0.0470123291015625,-0.0075931549072265625,0.01510346886460205,0.02325439453125,-0.0176239013671875,5.713701248168945,0.009329328444368944,5.7342529296875,5.702972412109375,29.11577975,0.010774428926281927,29.132477,29.095123,1.0061264038085938,0.11039693683374432,1.08184814453125,0.71868896484375
S2,0,0.9297217440896248,0.001379349911401575,0.931694318373083,0.9273847259727426,0.06150627136230469,0.003203686578262708,0.0671539306640625,0.0567169189453125,0.007335662841796875,0.024087328567491652,0.039825439453125,-0.02728271484375,5.717802047729492,0.009683317097773555,5.7342529296875,5.7064056396484375,29.115604125,0.006295777621499164,29.12387,29.108063,0.9769439697265625,0.09945684680544807,1.043701171875,0.71868896484375
S2,0,0.9290560236835657,0.0010621369430463096,0.931009285678018,0.9273847259727426,0.06083106994628906,0.00315021883030674,0.0674285888671875,0.0567169189453125,-0.00750732421875,0.029958149316767328,0.039825439453125,-0.0401458740234375,5.715084075927734,0.009273226194406849,5.728530883789063,5.70220947265625,29.127097875000004,0.029788136990408543,29.200073,29.092224,0.9857177734375,0.027178212174311638,1.043701171875,0.95062255859375
S2,0,0.92836998826199,0.0013575947529541619,0.930028483014072,0.9257723878226196,0.06521415710449219,0.0033466827413365812,0.0690765380859375,0.059783935546875,-0.007947921752929688,0.026595310366137347,0.0325469970703125,-0.0401458740234375,5.711889266967773,0.007051871847686207,5.7239532470703125,5.70220947265625,29.125827750000003,0.03049591171677741,29.200073,29.092224,0.948333740234375,0.023128519273718444,0.982666015625,0.9124755859375
S2,0,0.9269429121968717,0.001400580734828678,0.9294102710013112,0.924830275639398,0.07132530212402344,0.004597816096826318,0.07891845703125,0.0657806396484375,0.013200759887695312,0.020716220493713973,0.0363006591796875,-0.0194549560546875,5.707502365112305,0.006390151670566987,5.7186126708984375,5.701446533203125,29.123680125,0.025914598334902963,29.188568,29.10373,0.916290283203125,0.02252933206212372,0.958251953125,0.88043212890625
S2,0,0.9250683493085803,0.0015208122336514292,0.9276081164198866,0.9231515652001192,0.07500457763671875,0.0034706366456963202,0.07928466796875,0.0699005126953125,-0.008977890014648438,0.029956028433755597,0.0363006591796875,-0.0488433837890625,5.704498291015625,0.0037473454865243976,5.7125091552734375,5.70068359375,29.122611875000004,0.027175564375175883,29.188568,29.096558,0.8800506591796875,0.0265909300504203,0.92315673828125,0.84075927734375
S2,0,0.9273574665693007,0.0037229092702535742,0.9325971327081298,0.9231515652001192,0.04479789733886719,0.03452964460790983,0.07928466796875,-0.0116729736328125,-0.016233444213867188,0.020322940562783418,0.005035400390625,-0.0488433837890625,3.480863571166992,2.225182967531832,5.7125091552734375,1.2454986572265625,30.1676825,1.0553734071923302,31.235474,29.096558,-0.18024444580078125,1.0386221925434618,0.87432861328125,-1.22833251953125
S2,1,0.9306778546270038,0.002117887552598612,0.9332320007148712,0.9269401341559842,0.06595802307128906,0.05627514324496746,0.14373779296875,-0.0116729736328125,0.0012989044189453125,0.006549618305842903,0.0089263916015625,-0.0090179443359375,1.2576580047607422,0.012932664146234027,1.2783050537109375,1.2447357177734375,31.221534625,0.00827522176345609,31.235474,31.20758,-1.2655258178710938,0.13868077322625041,-1.190185546875,-1.63116455078125
S2,1,0.9269073724393537,0.004700871446131757,0.9332320007148712,0.9182780269156772,0.10792350769042969,0.030471599692322736,0.14373779296875,0.0540618896484375,0.00384521484375,0.00577090952764974,0.0089263916015625,-0.0090179443359375,1.2578964233398438,0.013149643824114368,1.2790679931640625,1.2439727783203125,31.216388625,0.006775158354930089,31.226685,31.20758,-1.2506484985351562,0.1445401580021056,-1.17340087890625,-1.63116455078125
S2,1,0.9221230271860491,0.002783881429356591,0.9277576669186564,0.9182780269156772,0.07361984252929688,0.03531019027711518,0.14373779296875,0.0398712158203125,0.0139617919921875,0.010919558762456129,0.0308990478515625,9.1552734375e-05,1.25579833984375,0.012882724602331757,1.2790679931640625,1.2439727783203125,31.2149125,0.006736393230060365,31.22815,31.20462,-1.1915206909179688,0.011756139454830151,-1.17340087890625,-1.20697021484375
S2,1,0.9189895055990527,0.0021139250054195576,0.9214174255992325,0.9156605827899408,0.113433837890625,0.09107060418051988,0.3156280517578125,0.0398712158203125,0.018373489379882812,0.008491113169895863,0.0308990478515625,0.0037078857421875,1.2574195861816406,0.01172786782621291,1.2744903564453125,1.2432098388671875,31.2147255,0.007933275836626423,31.22815,31.20462,-1.1808395385742188,0.015938634198048914,-1.15203857421875,-1.20391845703125
S2,1,0.9175811395428338,0.001145344861843539,0.9190609653598464,0.9156605827899408,0.2513580322265625,0.10263142938486636,0.3821868896484375,0.0811614990234375,0.0018711090087890625,0.013111202599299121,0.0209197998046875,-0.0142364501953125,1.2561798095703125,0.009349900038739124,1.2706756591796875,1.2432098388671875,31.220417,0.011613585654310537,31.242828000000003,31.20758,-1.158905029296875,0.0152587890625,-1.12762451171875,-1.17645263671875
S2,1,0.9192530210141782,0.0014199798728748525,0.9216401722689868,0.9169340602967658,0.2868690490722656,0.060953797355562396,0.3821868896484375,0.2094268798828125,-0.021881103515625,0.014526353162870929,0.0032501220703125,-0.0436248779296875,1.2591361999511719,0.014850090246826176,1.2958526611328125,1.2470245361328125,31.221344125,0.011380532966842478,31.242828000000003,31.203156,-1.1381149291992188,0.017421727006116862,-1.11236572265625,-1.165771484375
S2,1,0.9200696467700313,0.000907041058591161,0.9216401722689868,0.9189978340334276,0.3910102844238281,0.14947864726662358,0.5757293701171875,0.2094268798828125,-0.03272438049316406,0.006826722104741895,-0.0246734619140625,-0.0436248779296875,1.2590885162353516,0.015975041144883767,1.2958526611328125,1.2424468994140625,31.227417000000003,0.03755181108149125,31.325195,31.203156,-1.1438369750976562,0.04271737105498338,-1.11236572265625,-1.2542724609375
S2,1,0.9216313502759916,0.002389843912104198,0.9265484960552992,0.9189978340334276,0.4970741271972656,0.05437574804406541,0.5757293701171875,0.4243927001953125,-0.021749496459960938,0.013245268198704778,-0.00384521484375,-0.0422515869140625,1.2562751770019531,0.012506957813870083,1.282501220703125,1.2424468994140625,31.23145675,0.036998602020042806,31.325195,31.20758,-1.16119384765625,0.06956568786654582,-1.11083984375,-1.3031005859375
S2,1,0.9245326089752857,0.0016826721570143218,0.9265663935112252,0.9217219579219406,0.43473243713378906,0.03712326101947083,0.5155792236328125,0.388641357421875,-0.0067806243896484375,0.011034109103632202,0.00677490234375,-0.0334625244140625,1.2576103210449219,0.010794228376504261,1.282501220703125,1.24664306640625,31.219883000000003,0.009717922643240657,31.239899,31.20758,-1.1621475219726562,0.10439157962417897,-1.07879638671875,-1.37481689453125
S2,1,0.927136012559609,0.0018498019206224067,0.9305910261566152,0.924873202028967,0.15918731689453125,0.24903866461872903,0.4185333251953125,-0.0964508056640625,0.0022029876708984375,0.007753942264559125,0.01263427734375,-0.0094757080078125,1.0102272033691406,0.24534040555781353,1.262664794921875,0.760650634765625,31.441475,0.22404651341183576,31.670258,31.211975,-1.03912353515625,0.15799295334327845,-0.86212158203125,-1.37481689453125
S2,2,0.9283343372905764,0.000997583958567645,0.9305910261566152,0.9271634310456548,-0.090362548828125,0.004715132478898105,-0.0847320556640625,-0.097869873046875,0.0018138885498046875,0.00826092025963952,0.01263427734375,-0.0095672607421875,0.7716178894042969,0.01658159652424862,0.8129119873046875,0.760650634765625,31.6660005,0.007662672184035901,31.677643,31.653992,-0.8798599243164062,0.05726589941733809,-0.83160400390625,-1.02081298828125
S2,2,0.927712046949502,0.0008408719760675279,0.9290301056882324,0.9261020291713282,-0.10313987731933594,0.013371076993744745,-0.0856475830078125,-0.12286376953125,-0.005893707275390625,0.006999397774199004,0.0060882568359375,-0.018402099609375,0.7730960845947266,0.02058782740061469,0.8129119873046875,0.740814208984375,31.667099,0.006420619459988786,31.677643,31.656952,-0.8474349975585938,0.035515118361153855,-0.7965087890625,-0.927734375
S2,2,0.9282203381154492,0.0014073740419421614,0.9309790527965848,0.9261020291713282,-0.11893844604492188,0.006270307605350214,-0.10528564453125,-0.1253814697265625,-0.006866455078125,0.007175363421540416,0.0096588134765625,-0.018402099609375,0.7643699645996094,0.014183480993224265,0.7938385009765625,0.740814208984375,31.66450875,0.006787816765167426,31.673187,31.651031,-0.878143310546875,0.1556845207603114,-0.76751708984375,-1.27105712890625
